event_id,user_id,session_id,event_timestamp,event_name,feature_name
181,10,24,2026-04-09 03:57:49,signup_started,
182,10,24,2026-04-09 04:03:49,signup_completed,
183,10,24,2026-04-09 03:54:49,workspace_created,
184,10,24,2026-04-09 03:41:49,first_task_created,
185,10,24,2026-04-09 03:59:49,task_created,task_created
186,10,24,2026-04-09 03:58:49,task_created,task_created
187,10,24,2026-04-09 03:47:49,task_created,task_created
188,10,24,2026-04-09 03:52:49,feature_used,feature_used
189,10,24,2026-04-09 04:01:49,subscription_started,
190,10,24,2026-04-09 03:59:49,payment_completed,
191,11,25,2026-03-25 06:52:42,landing_page_view,
192,11,25,2026-03-25 06:59:42,signup_started,
193,11,25,2026-03-25 06:48:42,workspace_created,
194,11,25,2026-03-25 06:58:42,first_task_created,
195,11,25,2026-03-25 06:45:42,task_created,task_created
196,11,25,2026-03-25 06:50:42,task_created,task_created
197,11,25,2026-03-25 06:54:42,task_created,task_created
198,11,25,2026-03-25 06:46:42,task_created,task_created
199,11,25,2026-03-25 06:52:42,task_created,task_created
200,11,25,2026-03-25 06:54:42,task_created,task_created
201,11,25,2026-03-25 06:47:42,task_created,task_created
202,11,25,2026-03-25 06:56:42,feature_used,feature_used
203,11,26,2026-04-19 18:04:41,landing_page_view,
204,11,26,2026-04-19 18:01:41,signup_started,
205,11,26,2026-04-19 18:06:41,signup_completed,
206,11,26,2026-04-19 18:04:41,workspace_created,
207,11,26,2026-04-19 18:00:41,first_task_created,
208,11,26,2026-04-19 18:03:41,task_created,task_created
209,11,26,2026-04-19 17:59:41,task_created,task_created
210,11,26,2026-04-19 18:03:41,task_created,task_created
211,11,26,2026-04-19 18:01:41,task_created,task_created
212,11,26,2026-04-19 17:58:41,task_created,task_created
213,11,26,2026-04-19 17:59:41,feature_used,feature_used
214,12,27,2026-03-02 08:05:14,landing_page_view,
215,12,27,2026-03-02 08:12:14,signup_started,
216,12,27,2026-03-02 07:54:14,signup_completed,
217,12,27,2026-03-02 07:53:14,workspace_created,
218,12,27,2026-03-02 07:58:14,task_created,task_created
219,12,27,2026-03-02 07:49:14,task_created,task_created
220,12,27,2026-03-02 07:51:14,task_created,task_created
221,12,27,2026-03-02 08:10:14,task_created,task_created
222,12,28,2026-05-17 07:18:40,landing_page_view,
223,12,28,2026-05-17 07:28:40,signup_completed,
224,12,28,2026-05-17 07:11:40,workspace_created,
225,12,28,2026-05-17 07:10:40,task_created,task_created
226,12,28,2026-05-17 07:21:40,task_created,task_created
227,12,28,2026-05-17 07:28:40,task_created,task_created
228,12,29,2026-05-09 07:53:47,landing_page_view,
229,12,29,2026-05-09 07:52:47,signup_started,
230,12,29,2026-05-09 07:46:47,signup_completed,
231,12,29,2026-05-09 07:50:47,workspace_created,
232,12,29,2026-05-09 07:47:47,task_created,task_created
233,12,29,2026-05-09 07:43:47,task_created,task_created
234,12,29,2026-05-09 07:48:47,task_created,task_created
235,12,29,2026-05-09 07:39:47,task_created,task_created
236,12,29,2026-05-09 07:45:47,task_created,task_created
237,12,29,2026-05-09 07:43:47,task_created,task_created
238,12,29,2026-05-09 07:38:47,feature_used,feature_used
239,12,30,2026-05-13 20:33:08,landing_page_view,
240,12,30,2026-05-13 20:25:08,signup_started,
241,12,30,2026-05-13 20:38:08,signup_completed,
242,12,30,2026-05-13 20:37:08,task_created,task_created
243,12,30,2026-05-13 20:28:08,task_created,task_created
244,12,30,2026-05-13 20:27:08,task_created,task_created
245,12,30,2026-05-13 20:29:08,feature_used,feature_used
246,12,31,2026-03-28 21:46:19,landing_page_view,
247,12,31,2026-03-28 21:54:19,signup_started,
248,12,31,2026-03-28 22:03:19,signup_completed,
249,12,31,2026-03-28 22:03:19,workspace_created,
250,12,31,2026-03-28 22:02:19,task_created,task_created
251,12,31,2026-03-28 22:05:19,feature_used,feature_used
252,12,32,2026-04-22 20:39:36,landing_page_view,
253,12,32,2026-04-22 20:47:36,signup_started,
254,12,32,2026-04-22 20:43:36,signup_completed,
255,12,32,2026-04-22 20:51:36,workspace_created,
256,12,32,2026-04-22 20:38:36,task_created,task_created
257,12,32,2026-04-22 20:41:36,task_created,task_created
258,12,32,2026-04-22 20:42:36,task_created,task_created
259,12,32,2026-04-22 20:42:36,task_created,task_created
260,12,32,2026-04-22 20:38:36,feature_used,feature_used
261,13,33,2026-03-08 17:04:16,landing_page_view,
262,13,33,2026-03-08 17:23:16,signup_started,
263,13,33,2026-03-08 17:05:16,signup_completed,
264,13,33,2026-03-08 16:41:16,workspace_created,
265,13,33,2026-03-08 17:41:16,first_task_created,
266,13,33,2026-03-08 17:14:16,task_created,task_created
267,13,33,2026-03-08 17:47:16,task_created,task_created
268,13,33,2026-03-08 17:24:16,task_created,task_created
269,13,33,2026-03-08 17:41:16,task_created,task_created
270,13,33,2026-03-08 16:39:16,feature_used,feature_used
271,13,34,2026-05-13 00:39:47,landing_page_view,
272,13,34,2026-05-13 01:07:47,signup_started,
273,13,34,2026-05-13 01:02:47,signup_completed,
274,13,34,2026-05-13 01:04:47,first_task_created,
275,13,34,2026-05-13 01:06:47,task_created,task_created
276,13,34,2026-05-13 01:15:47,task_created,task_created
277,13,34,2026-05-13 01:24:47,task_created,task_created
278,13,34,2026-05-13 00:48:47,task_created,task_created
279,13,34,2026-05-13 01:08:47,task_created,task_created
280,13,34,2026-05-13 00:32:47,feature_used,feature_used
281,13,35,2026-04-14 04:42:31,landing_page_view,
282,13,35,2026-04-14 05:07:31,signup_completed,
283,13,35,2026-04-14 05:01:31,workspace_created,
284,13,35,2026-04-14 04:44:31,first_task_created,
285,13,35,2026-04-14 05:15:31,task_created,task_created
286,13,35,2026-04-14 04:35:31,task_created,task_created
287,13,35,2026-04-14 05:03:31,task_created,task_created
288,13,35,2026-04-14 05:24:31,subscription_started,
289,13,35,2026-04-14 05:15:31,payment_completed,
290,13,36,2026-04-30 18:30:52,landing_page_view,
291,13,36,2026-04-30 18:56:52,signup_started,
292,13,36,2026-04-30 19:19:52,signup_completed,
293,13,36,2026-04-30 18:44:52,workspace_created,
294,13,37,2026-02-26 14:52:55,landing_page_view,
295,13,37,2026-02-26 15:31:55,signup_started,
296,13,37,2026-02-26 15:11:55,signup_completed,
297,13,37,2026-02-26 15:00:55,workspace_created,
298,13,37,2026-02-26 14:31:55,task_created,task_created
299,13,37,2026-02-26 14:58:55,subscription_started,
300,13,37,2026-02-26 14:38:55,payment_completed,
301,13,38,2026-03-29 03:03:36,landing_page_view,
302,13,38,2026-03-29 02:30:36,signup_started,
303,13,38,2026-03-29 02:12:36,signup_completed,
304,13,38,2026-03-29 01:38:36,workspace_created,
305,13,38,2026-03-29 01:46:36,first_task_created,
306,13,38,2026-03-29 02:28:36,task_created,task_created
307,13,38,2026-03-29 01:47:36,feature_used,feature_used
308,13,38,2026-03-29 02:09:36,subscription_started,
309,13,38,2026-03-29 02:09:36,payment_completed,
310,14,39,2026-04-01 05:29:27,landing_page_view,
311,14,39,2026-04-01 05:34:27,signup_completed,
312,14,39,2026-04-01 05:32:27,workspace_created,
313,14,39,2026-04-01 05:27:27,first_task_created,
314,14,39,2026-04-01 05:36:27,task_created,task_created
315,14,39,2026-04-01 05:37:27,feature_used,feature_used
316,15,40,2026-04-30 21:41:07,landing_page_view,
317,15,40,2026-04-30 21:43:07,signup_started,
318,15,40,2026-04-30 21:42:07,signup_completed,
319,15,40,2026-04-30 21:44:07,first_task_created,
320,15,41,2026-04-14 18:22:43,landing_page_view,
321,15,41,2026-04-14 18:21:43,signup_completed,
322,15,41,2026-04-14 18:25:43,task_created,task_created
323,15,41,2026-04-14 18:18:43,feature_used,feature_used
324,16,42,2026-02-26 20:06:53,landing_page_view,
325,16,42,2026-02-26 20:11:53,signup_started,
326,16,42,2026-02-26 20:10:53,signup_completed,
327,16,42,2026-02-26 20:05:53,workspace_created,
328,16,42,2026-02-26 20:06:53,first_task_created,
329,16,42,2026-02-26 20:04:53,task_created,task_created
330,16,42,2026-02-26 20:08:53,task_created,task_created
331,16,42,2026-02-26 20:05:53,task_created,task_created
332,16,42,2026-02-26 20:11:53,task_created,task_created
333,16,42,2026-02-26 20:06:53,feature_used,feature_used
334,16,43,2026-03-23 09:38:05,landing_page_view,
335,16,43,2026-03-23 09:41:05,signup_completed,
336,16,43,2026-03-23 09:49:05,workspace_created,
337,16,43,2026-03-23 09:41:05,task_created,task_created
338,16,43,2026-03-23 09:41:05,task_created,task_created
339,16,43,2026-03-23 09:49:05,feature_used,feature_used
340,17,44,2026-04-06 06:44:34,landing_page_view,
341,17,44,2026-04-06 06:38:34,signup_started,
342,17,44,2026-04-06 06:33:34,signup_completed,
343,17,44,2026-04-06 06:44:34,first_task_created,
344,17,44,2026-04-06 06:40:34,task_created,task_created
345,17,44,2026-04-06 06:37:34,task_created,task_created
346,17,44,2026-04-06 06:44:34,task_created,task_created
347,17,44,2026-04-06 06:39:34,task_created,task_created
348,17,44,2026-04-06 06:35:34,feature_used,feature_used
349,17,44,2026-04-06 06:44:34,subscription_started,
350,17,44,2026-04-06 06:45:34,payment_completed,
351,18,45,2026-04-18 17:50:24,landing_page_view,
352,18,45,2026-04-18 18:16:24,signup_started,
353,18,45,2026-04-18 17:54:24,signup_completed,
354,18,45,2026-04-18 18:00:24,workspace_created,
355,18,45,2026-04-18 17:49:24,task_created,task_created
356,18,45,2026-04-18 18:06:24,task_created,task_created
357,18,45,2026-04-18 18:18:24,task_created,task_created
358,18,45,2026-04-18 18:02:24,task_created,task_created
359,18,46,2026-05-15 19:41:21,landing_page_view,
360,18,46,2026-05-15 19:17:21,signup_started,
361,18,46,2026-05-15 19:40:21,signup_completed,
362,18,46,2026-05-15 19:32:21,workspace_created,
363,18,46,2026-05-15 19:33:21,task_created,task_created
364,18,46,2026-05-15 19:41:21,task_created,task_created
365,18,46,2026-05-15 19:17:21,task_created,task_created
366,18,46,2026-05-15 19:02:21,task_created,task_created
367,18,47,2026-04-08 06:26:37,landing_page_view,
368,18,47,2026-04-08 06:36:37,signup_started,
369,18,47,2026-04-08 06:42:37,signup_completed,
370,18,47,2026-04-08 06:46:37,task_created,task_created
371,18,47,2026-04-08 06:49:37,feature_used,feature_used
372,19,48,2026-05-21 08:07:39,landing_page_view,
373,19,48,2026-05-21 08:08:39,signup_started,
374,19,48,2026-05-21 08:11:39,signup_completed,
375,19,48,2026-05-21 08:12:39,task_created,task_created
376,19,48,2026-05-21 08:14:39,task_created,task_created
377,19,48,2026-05-21 08:16:39,task_created,task_created
378,19,48,2026-05-21 08:07:39,task_created,task_created
379,19,48,2026-05-21 08:14:39,feature_used,feature_used
380,19,48,2026-05-21 08:15:39,subscription_started,
381,19,48,2026-05-21 08:07:39,payment_completed,
382,19,49,2026-03-24 13:58:42,landing_page_view,
383,19,49,2026-03-24 13:58:42,signup_started,
384,19,49,2026-03-24 13:54:42,signup_completed,
385,19,49,2026-03-24 13:48:42,workspace_created,
386,19,49,2026-03-24 13:50:42,feature_used,feature_used
387,20,50,2026-03-28 10:15:43,landing_page_view,
388,20,50,2026-03-28 10:00:43,signup_started,
389,20,50,2026-03-28 10:05:43,feature_used,feature_used
390,20,51,2026-05-04 00:29:30,landing_page_view,
391,20,51,2026-05-04 00:20:30,signup_started,
392,20,51,2026-05-04 00:23:30,signup_completed,
393,20,51,2026-05-04 00:15:30,first_task_created,
394,20,51,2026-05-04 00:30:30,task_created,task_created
395,20,51,2026-05-04 00:16:30,task_created,task_created
396,20,51,2026-05-04 00:24:30,feature_used,feature_used
397,20,51,2026-05-04 00:21:30,subscription_started,
398,21,52,2026-02-27 10:39:27,landing_page_view,
399,21,52,2026-02-27 10:50:27,signup_started,
400,21,52,2026-02-27 10:46:27,signup_completed,
401,21,52,2026-02-27 10:42:27,workspace_created,
402,21,52,2026-02-27 10:40:27,task_created,task_created
403,21,52,2026-02-27 10:40:27,task_created,task_created
404,21,52,2026-02-27 10:43:27,task_created,task_created
405,21,52,2026-02-27 10:42:27,task_created,task_created
406,21,52,2026-02-27 10:49:27,task_created,task_created
407,21,52,2026-02-27 10:48:27,task_created,task_created
408,21,52,2026-02-27 10:43:27,feature_used,feature_used
409,22,53,2026-03-07 13:55:56,landing_page_view,
410,22,53,2026-03-07 13:54:56,signup_started,
411,22,53,2026-03-07 13:53:56,signup_completed,
412,22,53,2026-03-07 13:52:56,task_created,task_created
413,22,53,2026-03-07 13:55:56,feature_used,feature_used
414,22,54,2026-04-30 13:30:46,landing_page_view,
415,22,54,2026-04-30 13:26:46,signup_started,
416,22,54,2026-04-30 13:35:46,signup_completed,
417,22,54,2026-04-30 13:33:46,workspace_created,
418,22,54,2026-04-30 13:32:46,feature_used,feature_used
419,23,55,2026-04-26 23:59:21,landing_page_view,
420,23,55,2026-04-27 00:02:21,signup_started,
421,23,55,2026-04-27 00:02:21,signup_completed,
422,23,55,2026-04-27 00:00:21,task_created,task_created
423,23,55,2026-04-27 00:00:21,task_created,task_created
424,23,55,2026-04-26 23:56:21,task_created,task_created
425,23,55,2026-04-26 23:56:21,task_created,task_created
426,23,55,2026-04-26 23:57:21,feature_used,feature_used
427,24,56,2026-04-11 17:45:17,landing_page_view,
428,24,56,2026-04-11 17:43:17,signup_started,
429,24,56,2026-04-11 17:42:17,workspace_created,
430,24,56,2026-04-11 17:43:17,task_created,task_created
431,24,56,2026-04-11 17:45:17,task_created,task_created
432,24,56,2026-04-11 17:46:17,task_created,task_created
433,24,56,2026-04-11 17:39:17,task_created,task_created
434,24,57,2026-03-11 14:46:07,landing_page_view,
435,24,57,2026-03-11 14:56:07,signup_started,
436,24,57,2026-03-11 14:54:07,signup_completed,
437,24,57,2026-03-11 14:49:07,first_task_created,
438,24,57,2026-03-11 14:46:07,task_created,task_created
439,24,57,2026-03-11 14:57:07,subscription_started,
440,25,58,2026-05-21 08:53:33,landing_page_view,
441,25,58,2026-05-21 08:53:33,signup_completed,
442,25,58,2026-05-21 08:54:33,task_created,task_created
443,25,58,2026-05-21 08:56:33,task_created,task_created
444,25,58,2026-05-21 08:56:33,task_created,task_created
445,25,58,2026-05-21 08:44:33,task_created,task_created
446,25,58,2026-05-21 08:47:33,feature_used,feature_used
447,25,59,2026-02-25 08:31:40,landing_page_view,
448,25,59,2026-02-25 08:19:40,signup_started,
449,25,59,2026-02-25 08:26:40,signup_completed,
450,25,59,2026-02-25 08:25:40,workspace_created,
451,25,59,2026-02-25 08:20:40,first_task_created,
452,25,59,2026-02-25 08:18:40,task_created,task_created
453,25,59,2026-02-25 08:31:40,task_created,task_created
454,25,59,2026-02-25 08:31:40,task_created,task_created
455,25,59,2026-02-25 08:34:40,task_created,task_created
456,25,59,2026-02-25 08:24:40,feature_used,feature_used
457,26,60,2026-03-04 16:39:42,landing_page_view,
458,26,60,2026-03-04 16:30:42,signup_started,
459,26,60,2026-03-04 16:45:42,signup_completed,
460,26,60,2026-03-04 16:40:42,feature_used,feature_used
461,27,61,2026-05-01 06:38:29,landing_page_view,
462,27,61,2026-05-01 06:19:29,signup_started,
463,27,61,2026-05-01 06:29:29,signup_completed,
464,27,61,2026-05-01 06:34:29,workspace_created,
465,27,61,2026-05-01 06:20:29,first_task_created,
466,27,61,2026-05-01 06:36:29,feature_used,feature_used
467,27,62,2026-04-26 19:53:43,landing_page_view,
468,27,62,2026-04-26 20:00:43,signup_started,
469,27,62,2026-04-26 19:51:43,signup_completed,
470,27,62,2026-04-26 19:44:43,workspace_created,
471,27,62,2026-04-26 20:00:43,task_created,task_created
472,27,62,2026-04-26 20:00:43,task_created,task_created
473,27,63,2026-03-20 02:31:49,landing_page_view,
474,27,63,2026-03-20 02:22:49,signup_started,
475,27,63,2026-03-20 02:20:49,signup_completed,
476,27,63,2026-03-20 02:38:49,workspace_created,
477,27,63,2026-03-20 02:15:49,task_created,task_created
478,27,63,2026-03-20 02:12:49,task_created,task_created
479,27,63,2026-03-20 02:29:49,task_created,task_created
480,27,63,2026-03-20 02:43:49,feature_used,feature_used
481,27,64,2026-05-16 14:47:33,landing_page_view,
482,27,64,2026-05-16 15:04:33,signup_started,
483,27,64,2026-05-16 14:50:33,task_created,task_created
484,27,64,2026-05-16 14:58:33,task_created,task_created
485,27,64,2026-05-16 14:47:33,task_created,task_created
486,27,64,2026-05-16 14:31:33,task_created,task_created
487,28,65,2026-03-06 07:48:35,landing_page_view,
488,28,65,2026-03-06 08:00:35,signup_started,
489,28,65,2026-03-06 07:28:35,signup_completed,
490,28,65,2026-03-06 07:42:35,workspace_created,
491,28,65,2026-03-06 08:02:35,feature_used,feature_used
492,28,65,2026-03-06 07:45:35,subscription_started,
493,28,65,2026-03-06 07:42:35,payment_completed,
494,28,66,2026-03-10 14:02:10,landing_page_view,
495,28,66,2026-03-10 14:05:10,signup_started,
496,28,66,2026-03-10 14:05:10,signup_completed,
497,28,66,2026-03-10 14:13:10,workspace_created,
498,28,66,2026-03-10 14:08:10,task_created,task_created
499,28,66,2026-03-10 14:07:10,feature_used,feature_used
500,28,67,2026-05-03 21:17:13,landing_page_view,
501,28,67,2026-05-03 20:43:13,signup_started,
502,28,67,2026-05-03 20:54:13,task_created,task_created
503,28,67,2026-05-03 21:20:13,task_created,task_created
504,28,67,2026-05-03 21:03:13,task_created,task_created
505,28,67,2026-05-03 21:18:13,task_created,task_created
506,28,67,2026-05-03 21:20:13,task_created,task_created
507,28,67,2026-05-03 20:55:13,task_created,task_created
508,28,67,2026-05-03 20:50:13,subscription_started,
509,28,67,2026-05-03 21:13:13,payment_completed,
510,28,68,2026-05-12 15:03:12,landing_page_view,
511,28,68,2026-05-12 15:01:12,signup_started,
512,28,68,2026-05-12 14:57:12,signup_completed,
513,28,68,2026-05-12 14:54:12,task_created,task_created
514,28,68,2026-05-12 15:12:12,feature_used,feature_used
515,28,68,2026-05-12 14:52:12,subscription_started,
516,28,68,2026-05-12 14:53:12,payment_completed,
517,28,69,2026-03-29 13:44:25,landing_page_view,
518,28,69,2026-03-29 13:23:25,signup_started,
519,28,69,2026-03-29 13:17:25,workspace_created,
520,28,69,2026-03-29 13:41:25,first_task_created,
521,28,69,2026-03-29 13:46:25,task_created,task_created
522,28,69,2026-03-29 13:38:25,feature_used,feature_used
523,28,70,2026-03-03 14:14:08,landing_page_view,
