ticket_id,customer_id,created_date,issue_type,resolution_time_hours,ticket_status
64,23,2026-05-08,Billing,6.05,Closed
65,24,2025-02-26,Performance,13.85,Closed
66,24,2026-03-02,Bug,31.77,Closed
67,24,2025-08-30,Feature Request,27.09,Closed
68,25,2026-01-03,Performance,38.29,Closed
69,25,2026-05-18,Performance,22.23,Closed
70,25,2026-05-23,Bug,21.07,Closed
71,26,2026-05-02,Feature Request,22.74,Resolved
72,26,2025-09-10,Login Issue,32.21,Closed
73,26,2025-08-29,Performance,21.84,Closed
74,26,2025-08-30,Billing,28.02,Resolved
75,27,2026-03-16,Billing,25.0,Resolved
76,27,2026-05-11,Billing,14.8,Closed
77,29,2026-02-28,Login Issue,14.83,Resolved
78,29,2025-09-19,Billing,20.05,Resolved
79,30,2025-10-22,Bug,13.99,Resolved
80,30,2026-02-02,Login Issue,14.21,Resolved
81,31,2026-05-23,Feature Request,26.25,Closed
82,32,2026-05-23,Performance,15.45,Resolved
83,32,2024-08-21,Billing,23.07,Closed
84,32,2024-12-28,Billing,16.34,Resolved
85,33,2025-07-09,Bug,15.45,Resolved
86,34,2025-08-02,Feature Request,25.19,Resolved
87,34,2024-07-22,Billing,13.9,Resolved
88,34,2026-05-01,Login Issue,13.33,Closed
89,34,2025-08-14,Billing,27.26,Resolved
90,35,2026-05-07,Performance,19.24,Resolved
91,35,2026-05-18,Billing,27.31,Closed
92,36,2025-10-14,Bug,27.76,Closed
93,36,2025-07-06,Bug,31.79,Resolved
94,36,2024-04-16,Login Issue,20.33,Resolved
95,37,2024-06-09,Login Issue,28.71,Resolved
96,37,2023-08-01,Login Issue,23.01,Closed
97,37,2025-03-27,Login Issue,22.04,Resolved
98,37,2024-01-01,Bug,17.21,Resolved
99,37,2024-10-13,Login Issue,25.18,Resolved
100,38,2025-07-01,Performance,28.37,Closed
101,38,2026-05-29,Performance,27.61,Resolved
102,38,2026-03-11,Performance,17.06,Resolved
103,39,2026-01-19,Billing,21.57,Closed
104,39,2025-12-27,Feature Request,32.05,Closed
105,39,2025-09-14,Feature Request,28.24,Closed
106,39,2025-10-19,Login Issue,15.88,Resolved
107,39,2026-02-07,Login Issue,27.61,Resolved
108,40,2026-03-05,Performance,24.0,Closed
109,40,2025-02-17,Login Issue,27.91,Resolved
110,41,2026-04-15,Bug,22.5,Closed
111,41,2023-11-07,Login Issue,47.8,Resolved
112,41,2024-09-17,Feature Request,23.21,Resolved
113,42,2026-03-28,Billing,33.42,Resolved
114,42,2026-03-14,Performance,18.49,Closed
115,42,2026-03-17,Feature Request,24.16,Closed
116,43,2026-04-12,Performance,24.38,Resolved
117,43,2026-03-22,Feature Request,21.66,Resolved
118,43,2026-02-16,Billing,25.93,Closed
119,43,2026-04-02,Performance,21.27,Resolved
120,44,2025-07-21,Feature Request,30.21,Resolved
121,44,2024-08-25,Login Issue,13.61,Closed
122,44,2025-12-31,Bug,34.53,Closed
123,44,2025-07-17,Feature Request,25.86,Resolved
124,44,2024-12-12,Performance,29.36,Closed
125,44,2024-02-27,Feature Request,18.71,Resolved
126,44,2024-03-30,Billing,28.5,Closed
127,44,2024-12-06,Bug,27.8,Resolved
128,44,2024-10-04,Performance,23.4,Resolved
129,45,2025-09-14,Bug,20.84,Resolved
130,45,2025-03-04,Performance,28.3,Resolved
131,45,2025-03-10,Bug,27.55,Closed
132,45,2025-09-15,Feature Request,22.52,Closed
133,46,2026-04-05,Feature Request,24.18,Closed
134,48,2026-04-16,Feature Request,23.55,Closed
135,49,2026-05-17,Feature Request,44.16,Closed
136,49,2026-05-28,Feature Request,33.05,Closed
137,49,2026-05-15,Performance,30.06,Closed
138,50,2026-04-27,Login Issue,20.29,Resolved
139,51,2025-06-28,Bug,34.87,Resolved
140,52,2025-02-06,Bug,30.95,Closed
141,53,2025-07-29,Performance,31.6,Resolved
142,54,2026-02-06,Feature Request,21.13,Closed
143,55,2024-11-10,Bug,33.06,Resolved
144,55,2024-04-13,Feature Request,28.98,Closed
145,55,2024-04-26,Billing,28.86,Resolved
146,56,2026-03-09,Performance,27.66,Closed
147,56,2026-03-24,Bug,37.53,Resolved
148,56,2026-02-08,Bug,25.61,Resolved
149,57,2026-05-28,Billing,29.54,Closed
150,57,2026-05-22,Bug,21.04,Closed
151,57,2026-05-28,Feature Request,19.67,Resolved
152,58,2026-04-04,Login Issue,34.94,Resolved
153,59,2025-09-14,Login Issue,29.56,Resolved
154,59,2025-10-05,Billing,25.29,Closed
155,60,2026-01-24,Performance,18.73,Resolved
156,61,2026-03-24,Feature Request,26.02,Resolved
157,61,2026-05-16,Login Issue,8.77,Resolved
158,63,2026-03-27,Performance,22.38,Closed
159,63,2026-05-09,Login Issue,12.97,Closed
160,64,2025-05-16,Bug,15.47,Resolved
161,65,2026-05-10,Feature Request,30.31,Closed
162,66,2026-05-18,Performance,17.02,Closed
163,66,2024-02-20,Bug,12.14,Closed
164,66,2026-01-09,Performance,18.8,Resolved
165,66,2025-01-23,Performance,18.0,Resolved
166,66,2024-08-12,Feature Request,17.72,Resolved
167,67,2026-04-23,Login Issue,21.27,Closed
168,67,2024-11-29,Billing,18.66,Closed
169,67,2026-04-21,Performance,23.01,Resolved
170,68,2024-10-16,Billing,14.19,Resolved
171,68,2024-08-19,Billing,10.77,Closed
172,69,2026-03-05,Feature Request,36.6,Closed
173,70,2025-04-07,Performance,38.26,Closed
174,70,2026-02-18,Feature Request,29.02,Resolved
175,70,2025-11-16,Bug,26.67,Closed
176,71,2025-11-18,Performance,20.57,Closed
177,71,2025-10-08,Billing,14.26,Closed
178,72,2025-05-09,Feature Request,22.63,Closed
179,72,2025-06-11,Login Issue,23.89,Closed
180,72,2026-05-10,Performance,24.82,Resolved
181,73,2026-02-06,Bug,19.73,Closed
182,74,2026-02-23,Feature Request,19.69,Closed
183,74,2026-01-29,Login Issue,26.94,Resolved
184,74,2026-01-19,Billing,32.23,Closed
185,75,2026-02-06,Feature Request,15.36,Closed
186,75,2025-07-05,Feature Request,25.39,Closed
187,76,2025-05-03,Performance,37.08,Resolved
188,76,2025-11-23,Bug,26.64,Closed
189,77,2026-04-21,Bug,26.15,Closed
190,77,2024-05-14,Performance,9.56,Closed
191,77,2024-11-09,Feature Request,23.89,Closed
192,77,2026-01-12,Feature Request,30.0,Resolved
193,78,2025-10-30,Billing,22.04,Closed
194,78,2026-02-17,Bug,15.06,Resolved
195,79,2024-07-30,Billing,23.8,Resolved
196,79,2026-05-13,Bug,13.46,Resolved
197,81,2024-08-18,Performance,30.66,Closed
198,81,2024-06-11,Performance,20.09,Resolved
199,82,2026-02-03,Performance,26.25,Closed
200,82,2025-12-16,Login Issue,17.25,Resolved
201,83,2026-03-08,Performance,17.99,Closed
202,83,2024-12-25,Bug,17.89,Resolved
203,83,2025-05-23,Feature Request,23.15,Resolved
204,83,2024-10-11,Billing,28.61,Closed
205,83,2026-04-15,Feature Request,17.27,Closed
206,83,2026-05-22,Performance,29.45,Closed
207,84,2024-04-07,Performance,39.44,Closed
208,84,2025-05-23,Performance,27.72,Resolved
209,85,2026-03-07,Performance,19.49,Resolved
210,85,2026-03-28,Billing,25.14,Closed
211,85,2025-10-26,Feature Request,26.39,Closed
212,86,2024-07-12,Bug,9.49,Resolved
213,86,2025-06-13,Performance,16.01,Closed
214,88,2025-12-27,Feature Request,34.76,Resolved
215,88,2026-03-01,Billing,17.95,Resolved
216,89,2025-07-06,Feature Request,34.37,Closed
217,89,2025-01-07,Billing,30.2,Resolved
218,89,2025-03-02,Login Issue,21.83,Closed
219,89,2026-04-17,Bug,18.17,Closed
220,89,2025-09-12,Feature Request,21.2,Resolved
221,90,2026-04-17,Bug,24.52,Resolved
222,90,2026-05-02,Billing,45.65,Closed
223,91,2025-08-16,Bug,20.8,Resolved
224,91,2026-04-08,Login Issue,31.28,Closed
225,91,2025-09-17,Performance,8.47,Closed
226,92,2026-04-12,Feature Request,20.81,Resolved
227,92,2026-05-25,Performance,14.82,Closed
228,92,2026-05-22,Feature Request,8.2,Resolved
229,94,2025-12-28,Performance,16.42,Resolved
230,94,2026-05-17,Billing,31.99,Resolved
231,95,2025-09-05,Performance,23.58,Resolved
232,96,2026-02-16,Bug,19.55,Resolved
233,97,2024-09-11,Bug,32.86,Closed
234,97,2026-01-07,Feature Request,16.92,Closed
235,97,2025-07-11,Billing,17.67,Resolved
236,97,2025-08-10,Login Issue,37.01,Resolved
237,98,2025-12-27,Performance,35.06,Resolved
238,98,2025-02-28,Feature Request,20.91,Closed
239,98,2026-04-13,Feature Request,18.57,Closed
240,98,2025-12-27,Bug,34.04,Closed
241,98,2025-07-21,Feature Request,21.96,Resolved
242,98,2026-04-22,Feature Request,23.72,Closed
243,99,2026-05-26,Performance,26.38,Resolved
244,99,2026-03-12,Feature Request,18.85,Resolved
245,99,2026-03-27,Login Issue,25.1,Closed
246,100,2026-04-15,Feature Request,40.36,Closed
247,100,2025-08-20,Login Issue,18.48,Closed
248,101,2025-10-19,Login Issue,19.12,Closed
249,101,2025-12-13,Feature Request,18.42,Resolved
250,102,2026-05-14,Login Issue,25.46,Closed
251,102,2026-05-06,Billing,25.91,Resolved
252,102,2024-06-30,Feature Request,27.87,Closed
253,102,2023-12-01,Login Issue,16.91,Resolved
254,102,2024-10-27,Login Issue,32.55,Resolved
255,103,2025-03-19,Billing,26.32,Closed
256,103,2026-05-15,Login Issue,27.5,Closed
257,103,2025-04-02,Bug,27.06,Closed
258,103,2025-12-14,Billing,22.24,Closed
259,103,2025-08-15,Bug,17.16,Resolved
260,104,2026-03-20,Bug,5.35,Closed
261,105,2025-06-29,Login Issue,16.46,Closed
262,106,2026-04-08,Bug,26.47,Resolved
263,106,2024-08-06,Performance,14.93,Resolved
264,107,2026-01-13,Bug,23.62,Closed
265,107,2025-08-02,Bug,19.73,Resolved
266,107,2024-04-03,Bug,24.39,Closed
267,108,2026-04-18,Billing,24.7,Resolved
268,108,2024-10-29,Bug,24.44,Resolved
269,109,2024-11-27,Billing,18.89,Resolved
270,109,2024-10-09,Performance,35.6,Closed
271,109,2026-04-07,Bug,15.71,Closed
272,109,2024-10-27,Login Issue,18.62,Resolved
273,109,2024-08-15,Feature Request,15.32,Closed
274,109,2024-12-05,Bug,29.34,Resolved
275,109,2025-08-21,Feature Request,21.73,Resolved
276,109,2024-10-23,Billing,16.52,Resolved
277,110,2026-04-03,Billing,3.78,Resolved
278,111,2026-04-23,Billing,26.56,Closed
279,111,2026-05-25,Billing,23.09,Closed
280,111,2025-09-05,Performance,16.64,Closed
281,113,2026-05-17,Bug,37.45,Closed
282,113,2026-05-03,Performance,21.74,Closed
283,114,2026-04-30,Performance,15.55,Closed
284,115,2026-05-11,Bug,22.74,Closed
285,116,2026-05-05,Bug,26.61,Closed
286,117,2025-02-25,Login Issue,28.42,Closed
287,117,2025-06-26,Performance,23.63,Closed
288,118,2025-12-31,Feature Request,19.57,Closed
289,118,2023-09-17,Bug,20.43,Closed
290,118,2024-10-27,Feature Request,39.62,Resolved
291,119,2025-11-22,Performance,11.76,Closed
292,119,2026-04-17,Performance,30.99,Closed
293,119,2025-06-05,Login Issue,36.64,Resolved
294,119,2025-11-11,Performance,19.8,Resolved
295,119,2025-04-10,Login Issue,33.22,Closed
296,119,2025-06-09,Bug,22.68,Resolved
297,120,2026-04-15,Billing,25.81,Resolved
298,120,2026-05-01,Billing,34.41,Resolved
299,120,2026-04-10,Login Issue,28.44,Resolved
300,120,2026-04-07,Login Issue,15.57,Resolved
301,120,2026-01-30,Bug,30.68,Resolved
302,120,2026-02-28,Billing,30.88,Closed
303,121,2024-12-30,Login Issue,32.18,Resolved
304,121,2025-06-12,Login Issue,18.45,Closed
305,121,2025-05-09,Billing,16.4,Closed
306,122,2024-09-02,Login Issue,14.84,Closed
307,122,2026-03-02,Billing,14.0,Closed
308,123,2026-05-07,Feature Request,23.35,Closed
309,124,2026-02-26,Login Issue,20.87,Resolved
310,124,2026-02-21,Bug,26.31,Resolved
311,124,2026-01-21,Bug,23.45,Resolved
312,124,2026-05-05,Performance,23.63,Resolved
313,125,2025-12-24,Bug,16.76,Closed
314,125,2024-08-21,Billing,22.97,Closed
315,125,2026-02-13,Feature Request,23.59,Closed
316,125,2024-08-03,Billing,27.93,Resolved
317,125,2024-12-16,Login Issue,22.09,Closed
318,125,2026-03-31,Feature Request,32.91,Closed
319,127,2025-12-07,Billing,25.02,Closed
320,127,2024-12-11,Bug,35.32,Closed
321,127,2024-12-04,Performance,17.35,Closed
322,128,2025-07-16,Billing,27.87,Closed
323,128,2026-05-14,Performance,45.07,Resolved
324,128,2026-01-17,Login Issue,23.59,Resolved
325,128,2026-04-15,Billing,45.66,Closed
326,129,2025-04-09,Feature Request,27.81,Resolved
327,130,2026-03-09,Login Issue,17.28,Resolved
328,130,2026-05-07,Login Issue,26.09,Resolved
329,130,2026-03-17,Bug,24.1,Resolved
330,130,2026-03-27,Login Issue,18.83,Resolved
331,131,2025-01-27,Bug,29.19,Resolved
332,131,2026-02-01,Login Issue,13.77,Closed
333,131,2025-08-20,Bug,25.05,Closed
334,131,2026-05-10,Billing,25.64,Closed
335,134,2026-03-21,Bug,22.57,Resolved
336,134,2025-02-20,Performance,9.57,Resolved
337,134,2026-02-18,Feature Request,20.81,Resolved
338,134,2024-03-06,Login Issue,24.66,Resolved
339,135,2024-02-01,Billing,16.3,Resolved
340,135,2026-01-27,Bug,15.44,Resolved
341,136,2024-07-20,Billing,27.6,Closed
342,136,2025-05-13,Login Issue,14.57,Closed
343,136,2025-01-13,Feature Request,16.3,Resolved
344,136,2025-08-10,Login Issue,26.09,Resolved
345,137,2025-09-04,Feature Request,26.26,Resolved
346,137,2026-03-17,Feature Request,29.01,Resolved
347,138,2026-01-29,Performance,44.49,Closed
348,138,2026-02-27,Performance,28.17,Closed
349,138,2026-03-28,Bug,31.37,Closed
350,139,2025-12-25,Performance,22.52,Resolved
351,139,2026-03-15,Login Issue,20.76,Closed
352,139,2025-12-05,Performance,29.56,Closed
353,140,2025-12-11,Performance,15.49,Resolved
354,141,2026-02-08,Billing,17.37,Resolved
355,142,2026-05-23,Performance,27.32,Closed
356,143,2025-06-15,Billing,21.98,Resolved
357,143,2025-06-28,Feature Request,15.59,Resolved
358,143,2025-09-28,Bug,21.52,Closed
359,143,2025-03-10,Billing,19.59,Closed
360,144,2026-05-18,Feature Request,27.39,Closed
361,144,2026-05-17,Login Issue,22.21,Closed
362,144,2026-05-08,Login Issue,23.29,Resolved
363,145,2024-11-30,Feature Request,14.27,Closed
364,145,2024-12-10,Login Issue,20.61,Resolved
365,145,2025-11-29,Login Issue,28.46,Resolved
366,146,2025-10-16,Feature Request,20.09,Resolved
367,146,2025-07-02,Performance,19.9,Resolved
368,146,2024-07-12,Performance,23.66,Resolved
369,146,2025-09-26,Billing,38.3,Resolved
370,146,2025-05-06,Billing,39.59,Resolved
371,146,2024-12-06,Feature Request,18.24,Resolved
372,146,2025-01-18,Login Issue,24.53,Resolved
373,147,2024-10-19,Feature Request,24.38,Resolved
374,147,2026-02-28,Login Issue,31.14,Closed
375,147,2025-12-29,Bug,16.58,Resolved
376,147,2025-04-11,Performance,17.77,Closed
377,147,2026-03-27,Login Issue,16.58,Closed
378,148,2024-11-21,Bug,6.54,Closed
379,148,2023-12-29,Billing,35.66,Closed
380,148,2024-01-09,Billing,30.7,Closed
381,149,2026-02-14,Performance,24.48,Resolved
382,149,2024-10-22,Billing,28.83,Resolved
383,149,2025-02-13,Billing,20.15,Closed
384,150,2025-08-26,Feature Request,28.81,Closed
385,151,2025-12-09,Bug,17.17,Closed
386,151,2026-03-04,Performance,36.87,Closed
387,152,2026-05-30,Login Issue,25.09,Closed
388,153,2026-05-25,Bug,17.68,Resolved
389,153,2026-02-08,Bug,20.0,Closed
390,153,2025-11-27,Performance,19.6,Closed
391,153,2025-12-19,Billing,31.39,Closed
392,154,2026-03-23,Login Issue,28.6,Closed
393,154,2026-01-19,Billing,16.21,Resolved
394,154,2025-09-06,Login Issue,27.39,Closed
395,156,2026-05-08,Feature Request,20.82,Closed
396,156,2025-07-28,Bug,14.51,Resolved
397,157,2025-08-25,Bug,21.55,Closed
398,157,2025-02-26,Login Issue,29.78,Closed
399,157,2026-01-30,Feature Request,23.95,Closed
400,157,2026-05-05,Bug,25.83,Closed
401,158,2026-01-17,Login Issue,29.76,Closed
402,158,2025-12-20,Performance,39.15,Closed
403,158,2026-01-31,Bug,44.31,Closed
404,159,2026-02-16,Login Issue,37.04,Closed
405,159,2024-03-20,Login Issue,18.39,Resolved
406,159,2024-06-25,Bug,19.74,Resolved
407,159,2024-04-07,Performance,23.73,Closed
408,160,2024-08-25,Bug,17.74,Resolved
409,161,2026-04-17,Billing,33.13,Resolved
410,161,2026-02-25,Feature Request,20.03,Resolved
411,161,2026-04-19,Billing,36.63,Closed
412,161,2026-01-29,Login Issue,17.45,Resolved
413,162,2025-12-09,Performance,17.41,Closed
414,163,2026-05-12,Performance,20.57,Closed
415,164,2026-03-16,Billing,26.6,Resolved
416,164,2024-10-20,Feature Request,23.44,Closed
417,165,2026-03-28,Bug,16.8,Resolved
418,165,2026-04-19,Login Issue,28.24,Resolved
419,165,2026-02-05,Feature Request,32.87,Resolved
420,166,2025-04-29,Feature Request,39.68,Resolved
421,166,2025-03-09,Performance,33.06,Closed
422,166,2025-08-16,Login Issue,17.21,Closed
423,166,2026-02-09,Billing,29.83,Resolved
424,166,2026-03-31,Bug,20.08,Resolved
425,166,2026-01-12,Feature Request,2.69,Resolved
426,167,2026-04-09,Feature Request,15.46,Closed
427,167,2026-04-05,Performance,21.81,Closed
428,167,2026-03-02,Bug,28.92,Closed
429,168,2026-03-10,Billing,21.88,Closed
430,168,2025-09-29,Billing,18.17,Closed
431,169,2026-05-25,Login Issue,29.96,Resolved
432,169,2026-05-16,Login Issue,45.65,Resolved
433,169,2026-05-21,Billing,37.43,Closed
434,169,2026-05-19,Login Issue,23.53,Resolved
435,170,2025-05-07,Bug,28.4,Closed
436,170,2025-11-07,Bug,12.09,Closed
437,170,2025-10-31,Login Issue,37.42,Closed
438,170,2025-12-25,Performance,31.56,Closed
439,172,2025-06-28,Performance,19.02,Closed
440,173,2023-10-14,Login Issue,19.03,Closed
441,173,2025-04-20,Billing,25.13,Closed
442,173,2025-09-03,Billing,18.72,Closed
443,174,2026-05-21,Feature Request,34.9,Resolved
444,175,2026-05-17,Feature Request,21.95,Resolved
445,175,2025-12-12,Bug,17.34,Resolved
446,176,2025-11-25,Performance,20.41,Resolved
447,176,2025-06-01,Performance,27.4,Closed
448,178,2024-09-27,Performance,11.02,Closed
449,179,2025-11-12,Bug,41.2,Resolved
450,179,2024-02-21,Billing,39.54,Resolved
451,179,2023-10-21,Feature Request,16.58,Resolved
452,182,2026-05-31,Bug,19.6,Closed
453,182,2025-11-17,Login Issue,17.31,Resolved
454,182,2025-11-12,Performance,26.34,Resolved
455,185,2023-12-21,Bug,23.61,Resolved
456,186,2026-05-29,Feature Request,22.23,Closed
457,186,2025-06-06,Bug,30.74,Closed
458,187,2026-05-02,Billing,12.72,Resolved
459,188,2026-02-27,Billing,17.14,Closed
460,188,2026-01-07,Performance,37.4,Resolved
461,188,2026-05-04,Feature Request,36.74,Closed
462,189,2025-12-28,Login Issue,22.26,Resolved
463,189,2026-04-16,Feature Request,28.5,Closed
464,189,2025-12-17,Performance,27.02,Resolved
465,189,2026-03-29,Login Issue,13.58,Closed
466,189,2026-04-18,Billing,21.8,Closed
467,190,2026-02-17,Bug,21.1,Resolved
468,190,2026-04-23,Performance,22.5,Resolved
469,191,2024-12-30,Login Issue,16.01,Resolved
470,191,2024-04-10,Feature Request,23.84,Resolved
471,191,2024-03-02,Login Issue,19.94,Closed
472,191,2024-06-03,Billing,16.04,Closed
473,192,2025-12-18,Performance,14.68,Resolved
474,192,2025-03-18,Login Issue,16.0,Resolved
475,193,2025-08-20,Feature Request,14.1,Closed
476,193,2025-08-01,Performance,14.94,Closed
477,193,2025-10-01,Login Issue,35.59,Resolved
478,194,2025-03-01,Bug,24.69,Resolved
479,194,2025-07-13,Performance,27.19,Closed
480,195,2025-09-27,Feature Request,17.59,Closed
481,196,2025-04-19,Feature Request,44.12,Resolved
482,197,2026-02-19,Billing,25.06,Closed
483,197,2026-04-29,Bug,33.33,Resolved
484,197,2025-11-10,Bug,29.98,Closed
485,197,2026-01-17,Bug,48.68,Resolved
486,197,2026-02-27,Billing,23.52,Closed
487,198,2025-08-14,Billing,24.37,Resolved
488,198,2025-11-25,Login Issue,31.36,Closed
489,199,2026-01-10,Billing,26.6,Resolved
490,199,2026-05-26,Feature Request,12.36,Closed
491,200,2026-03-06,Login Issue,30.9,Resolved
492,200,2026-02-25,Feature Request,30.19,Resolved
493,201,2024-10-10,Feature Request,22.23,Closed
494,201,2026-01-25,Performance,30.58,Closed
495,201,2025-08-29,Login Issue,16.89,Resolved
496,201,2026-03-17,Bug,2.29,Closed
497,202,2026-04-30,Bug,15.38,Closed
498,202,2026-02-11,Bug,20.89,Closed
499,202,2026-01-20,Billing,27.47,Resolved
500,202,2026-05-14,Feature Request,16.63,Closed
501,203,2024-01-30,Billing,37.1,Resolved
502,204,2026-05-05,Billing,16.57,Resolved
503,204,2026-05-17,Billing,17.46,Resolved
504,204,2026-05-01,Feature Request,35.62,Resolved
505,205,2025-10-14,Login Issue,30.46,Resolved
506,206,2026-03-30,Feature Request,10.14,Resolved
507,207,2025-07-04,Billing,21.61,Closed
508,207,2026-05-30,Billing,42.95,Closed
509,209,2026-04-26,Bug,18.36,Closed
510,209,2025-07-20,Feature Request,24.06,Closed
511,210,2026-05-05,Feature Request,29.43,Closed
512,211,2025-04-29,Performance,17.89,Closed
513,211,2024-02-24,Bug,15.12,Resolved
514,212,2024-03-25,Bug,24.05,Resolved
515,212,2025-01-26,Feature Request,30.28,Resolved
516,213,2025-11-18,Performance,34.64,Resolved
517,213,2025-05-10,Login Issue,13.16,Closed
518,213,2024-04-27,Feature Request,37.41,Closed
519,214,2025-11-10,Login Issue,21.85,Resolved
520,214,2026-02-17,Performance,27.03,Closed
521,215,2026-04-20,Feature Request,16.8,Closed
522,215,2025-09-30,Bug,29.61,Resolved
523,216,2024-10-03,Bug,39.57,Closed
524,216,2023-11-13,Performance,21.11,Resolved
525,216,2025-09-30,Bug,17.79,Resolved
526,217,2026-03-14,Feature Request,36.43,Resolved
527,217,2026-03-17,Bug,13.45,Resolved
528,218,2026-04-27,Performance,25.67,Resolved
529,218,2025-11-22,Login Issue,28.73,Closed
530,219,2024-06-27,Performance,12.32,Resolved
531,220,2025-04-27,Feature Request,11.49,Resolved
532,220,2025-05-22,Performance,26.7,Closed
533,220,2025-07-16,Performance,27.96,Resolved
534,220,2025-11-22,Performance,41.52,Closed
535,220,2025-07-29,Performance,23.64,Closed
536,221,2026-02-08,Login Issue,27.06,Resolved
537,222,2026-03-17,Billing,22.36,Resolved
538,222,2026-04-26,Login Issue,15.62,Closed
539,226,2024-10-31,Login Issue,22.39,Resolved
540,227,2025-05-23,Feature Request,11.25,Closed
541,227,2025-03-24,Bug,22.95,Closed
542,228,2026-05-08,Bug,25.9,Resolved
543,228,2026-02-14,Feature Request,22.56,Closed
544,229,2023-09-22,Performance,31.59,Closed
545,229,2024-07-10,Billing,16.66,Closed
546,229,2024-03-29,Bug,12.01,Resolved
547,229,2024-04-12,Bug,12.05,Closed
548,230,2025-11-24,Login Issue,16.56,Resolved
549,231,2025-12-23,Feature Request,21.49,Resolved
550,231,2025-09-12,Bug,21.48,Resolved
551,231,2025-12-25,Login Issue,19.7,Closed
552,231,2026-05-05,Billing,33.01,Resolved
553,231,2025-09-03,Bug,36.98,Closed
554,232,2026-04-09,Billing,14.47,Closed
555,232,2026-04-13,Login Issue,24.93,Closed
556,233,2026-03-25,Billing,33.24,Closed
557,233,2026-02-20,Bug,21.78,Closed
558,233,2026-05-06,Performance,27.68,Closed
559,233,2026-04-07,Bug,38.41,Closed
560,234,2025-12-21,Billing,23.35,Resolved
561,235,2024-08-23,Billing,27.53,Closed
562,235,2024-10-05,Login Issue,21.6,Closed
563,235,2024-05-03,Feature Request,33.57,Closed
564,235,2024-05-11,Bug,34.54,Closed
565,235,2024-09-25,Performance,36.72,Resolved
566,235,2024-11-11,Feature Request,17.14,Resolved
567,236,2024-12-01,Login Issue,22.69,Resolved
568,236,2025-08-20,Login Issue,34.07,Resolved
569,236,2025-09-01,Performance,15.17,Closed
570,237,2026-01-26,Billing,10.97,Closed
571,237,2026-01-17,Feature Request,10.9,Resolved
572,237,2025-05-12,Billing,17.06,Resolved
573,238,2025-09-10,Feature Request,21.1,Closed
