customer_id,signup_date,country,age,gender,acquisition_channel,company_size,industry,last_login_date
165,2026-01-08,Germany,23,Male,Organic,Small,Technology,2026-05-19
166,2025-03-02,Singapore,27,Female,LinkedIn,Small,Healthcare,2026-04-25
167,2026-01-17,Germany,48,Female,Google Ads,Small,Finance,2026-05-27
168,2025-09-10,Germany,30,Male,Organic,Small,Retail,2026-05-28
169,2026-05-16,UK,50,Female,Organic,Small,Healthcare,2026-05-31
170,2025-04-30,Indonesia,55,Female,Google Ads,Small,Retail,2026-04-07
171,2024-06-21,UK,39,Female,Referral,Large,Finance,2026-03-23
172,2025-06-27,Singapore,33,Female,Google Ads,Medium,Retail,2026-05-26
173,2023-09-09,USA,38,Female,Referral,Small,Manufacturing,2026-04-13
174,2026-04-21,Indonesia,59,Male,Referral,Large,Finance,2026-05-22
175,2024-02-26,Australia,55,Female,Organic,Medium,Retail,2026-05-05
176,2024-11-04,USA,51,Female,Organic,Medium,Retail,2026-01-28
177,2023-10-17,Indonesia,59,Male,Organic,Small,Healthcare,2026-05-29
178,2024-08-11,UK,57,Female,Organic,Medium,Manufacturing,2026-05-27
179,2023-06-29,Indonesia,52,Female,LinkedIn,Medium,Retail,2026-03-26
180,2025-07-27,Indonesia,52,Male,Facebook Ads,Small,Manufacturing,2026-05-30
181,2025-07-05,Singapore,36,Male,Organic,Small,Technology,2026-05-20
182,2025-01-06,Indonesia,58,Male,Referral,Small,Healthcare,2026-05-22
183,2026-05-08,USA,20,Female,Organic,Small,Healthcare,2026-05-30
184,2025-10-14,Germany,27,Male,Facebook Ads,Small,Manufacturing,2026-05-08
185,2023-09-07,Indonesia,29,Male,Google Ads,Small,Retail,2025-12-29
186,2024-07-31,Australia,61,Male,Referral,Large,Finance,2026-05-31
187,2026-03-28,Canada,47,Female,Referral,Small,Technology,2026-05-30
188,2024-09-08,Indonesia,47,Female,Facebook Ads,Small,Retail,2026-03-20
189,2025-12-07,UK,55,Female,Referral,Medium,Retail,2026-05-31
190,2025-12-15,Indonesia,37,Male,Referral,Medium,Technology,2026-05-11
191,2023-08-25,Canada,42,Female,Facebook Ads,Small,Manufacturing,2026-04-17
192,2024-12-24,UK,19,Female,LinkedIn,Small,Manufacturing,2026-05-31
193,2025-04-18,Indonesia,65,Male,Facebook Ads,Medium,Healthcare,2026-05-09
194,2023-09-12,Indonesia,32,Female,Google Ads,Medium,Education,2026-05-20
195,2025-01-26,UK,61,Male,Organic,Large,Manufacturing,2026-05-19
196,2024-10-10,USA,37,Female,Organic,Small,Manufacturing,2026-05-07
197,2025-10-22,Canada,23,Female,LinkedIn,Medium,Finance,2026-04-22
198,2024-11-22,Canada,26,Female,Facebook Ads,Small,Healthcare,2026-04-25
199,2025-12-12,Indonesia,28,Female,Referral,Large,Healthcare,2026-05-27
200,2026-02-17,Singapore,39,Male,Referral,Large,Finance,2026-05-26
201,2024-05-19,Indonesia,32,Female,Facebook Ads,Small,Retail,2026-04-15
202,2025-12-25,USA,34,Male,Referral,Small,Manufacturing,2026-05-21
203,2023-11-21,Singapore,34,Female,LinkedIn,Small,Finance,2026-05-25
204,2026-03-08,Germany,19,Female,Facebook Ads,Small,Technology,2026-05-25
205,2025-06-07,Singapore,47,Female,Referral,Small,Technology,2026-05-04
206,2026-02-12,USA,37,Female,Organic,Small,Education,2026-05-22
207,2025-05-14,Canada,42,Female,LinkedIn,Medium,Manufacturing,2026-02-13
208,2025-09-15,Singapore,52,Female,Facebook Ads,Medium,Finance,2026-05-31
209,2024-12-21,Germany,59,Male,Referral,Medium,Healthcare,2026-04-21
210,2026-02-07,USA,62,Female,Google Ads,Small,Finance,2026-05-24
211,2023-11-03,Indonesia,41,Male,LinkedIn,Small,Manufacturing,2026-03-10
212,2024-01-25,UK,21,Female,LinkedIn,Small,Technology,2026-05-15
213,2023-08-15,Indonesia,47,Male,Google Ads,Medium,Education,2026-05-04
214,2024-04-22,USA,21,Female,Google Ads,Large,Education,2026-03-18
215,2024-02-16,Canada,22,Male,Facebook Ads,Small,Finance,2026-05-22
216,2023-07-12,UK,27,Male,LinkedIn,Medium,Finance,2026-03-02
217,2024-08-25,Canada,52,Female,Google Ads,Small,Technology,2026-04-06
218,2024-10-02,Canada,18,Female,Google Ads,Small,Technology,2026-05-18
219,2024-03-19,Canada,34,Male,Google Ads,Medium,Education,2026-05-14
220,2024-12-23,USA,65,Male,Referral,Small,Healthcare,2026-05-11
221,2025-10-25,Australia,55,Male,Referral,Small,Education,2026-05-31
222,2023-12-07,USA,64,Female,Referral,Medium,Technology,2026-05-31
223,2025-02-28,USA,48,Female,Referral,Medium,Retail,2026-05-25
224,2023-09-28,Singapore,46,Male,Organic,Small,Finance,2025-12-19
225,2024-04-28,USA,26,Female,Facebook Ads,Medium,Education,2026-04-05
226,2024-05-13,Singapore,38,Female,Facebook Ads,Small,Retail,2026-04-30
227,2025-01-14,Australia,56,Female,Organic,Medium,Technology,2026-05-28
228,2024-07-09,Indonesia,59,Male,Referral,Small,Finance,2026-05-01
229,2023-07-07,Germany,39,Female,Referral,Small,Technology,2026-02-18
230,2025-11-04,UK,45,Female,LinkedIn,Small,Finance,2026-05-28
231,2025-09-02,Singapore,48,Male,Organic,Medium,Technology,2026-04-25
232,2026-03-15,Germany,24,Female,Google Ads,Small,Education,2026-05-28
233,2026-01-20,Australia,53,Female,Organic,Small,Manufacturing,2026-05-27
234,2025-07-18,Indonesia,45,Male,LinkedIn,Medium,Healthcare,2026-05-22
235,2024-03-22,USA,54,Male,Google Ads,Medium,Finance,2026-04-08
236,2024-11-18,Indonesia,24,Female,Facebook Ads,Small,Healthcare,2026-05-24
237,2024-10-10,Australia,32,Female,Facebook Ads,Large,Education,2026-02-10
238,2025-08-17,Australia,61,Male,Facebook Ads,Large,Manufacturing,2026-05-18
239,2025-12-08,UK,19,Male,LinkedIn,Medium,Healthcare,2026-05-28
240,2025-11-22,UK,40,Male,Google Ads,Medium,Education,2026-05-28
241,2025-12-19,Singapore,43,Male,Google Ads,Medium,Technology,2026-05-28
242,2025-06-10,USA,65,Male,Referral,Small,Healthcare,2026-05-26
243,2026-01-02,Canada,41,Female,LinkedIn,Medium,Education,2026-05-11
244,2025-03-10,Australia,23,Male,Google Ads,Small,Education,2026-05-13
245,2025-07-29,USA,61,Male,LinkedIn,Small,Retail,2026-05-11
246,2023-11-04,Germany,56,Female,Referral,Small,Education,2026-02-21
247,2023-12-30,USA,40,Female,Organic,Small,Manufacturing,2026-04-27
248,2024-01-21,Australia,49,Female,Organic,Small,Education,2026-05-15
249,2026-02-12,USA,18,Male,LinkedIn,Large,Finance,2026-05-25
250,2024-05-08,Indonesia,34,Female,LinkedIn,Small,Retail,2026-05-31
251,2023-11-03,Singapore,45,Male,Google Ads,Small,Manufacturing,2026-05-15
252,2025-03-30,Canada,50,Female,Organic,Small,Manufacturing,2026-03-04
253,2025-12-20,USA,45,Male,Referral,Large,Healthcare,2026-05-30
254,2023-09-24,Australia,45,Female,Referral,Small,Retail,2026-02-16
255,2025-06-08,USA,38,Male,Facebook Ads,Small,Manufacturing,2026-05-29
256,2023-07-16,UK,23,Female,Organic,Small,Education,2026-05-17
257,2025-09-09,Germany,51,Male,Referral,Medium,Manufacturing,2026-05-20
258,2026-03-03,UK,32,Female,Google Ads,Small,Manufacturing,2026-05-31
259,2024-10-13,USA,51,Male,LinkedIn,Small,Manufacturing,2026-05-12
260,2026-01-18,Indonesia,27,Male,Organic,Small,Finance,2026-05-27
261,2025-02-11,Canada,56,Male,Organic,Small,Manufacturing,2026-05-30
262,2025-12-20,Germany,47,Female,Facebook Ads,Medium,Education,2026-05-27
263,2024-12-30,UK,58,Female,Google Ads,Small,Retail,2026-05-31
264,2025-10-22,Germany,58,Female,LinkedIn,Small,Healthcare,2026-05-18
265,2024-08-14,Australia,22,Female,Referral,Small,Technology,2026-05-16
266,2024-04-09,UK,36,Male,Organic,Medium,Education,2026-05-21
267,2024-07-28,Germany,47,Male,Referral,Large,Education,2026-05-29
268,2025-03-06,Singapore,30,Female,Facebook Ads,Small,Finance,2026-05-21
269,2025-03-20,USA,46,Male,LinkedIn,Large,Technology,2026-05-27
270,2024-05-27,Australia,59,Male,Organic,Small,Retail,2026-05-07
271,2025-11-02,Germany,51,Male,LinkedIn,Small,Healthcare,2026-05-20
272,2024-05-06,Germany,44,Female,Facebook Ads,Small,Manufacturing,2026-05-04
273,2023-10-27,Singapore,39,Male,LinkedIn,Small,Manufacturing,2026-05-09
274,2025-03-12,Germany,36,Female,Facebook Ads,Medium,Healthcare,2026-04-17
275,2023-08-25,USA,55,Male,LinkedIn,Small,Manufacturing,2026-04-24
276,2025-12-11,Singapore,60,Female,Google Ads,Small,Technology,2026-05-25
277,2025-06-13,UK,53,Female,LinkedIn,Medium,Manufacturing,2026-05-17
278,2025-05-28,Singapore,65,Male,Referral,Small,Technology,2026-04-16
279,2023-08-03,UK,37,Male,Google Ads,Small,Retail,2026-01-19
280,2024-02-19,Canada,32,Male,Google Ads,Small,Technology,2026-05-11
281,2024-07-27,Australia,52,Male,LinkedIn,Medium,Education,2026-04-12
282,2025-07-30,Canada,56,Female,Google Ads,Small,Manufacturing,2026-05-26
283,2024-07-18,Indonesia,57,Male,Referral,Small,Healthcare,2026-05-30
284,2024-01-17,Singapore,64,Male,Referral,Medium,Manufacturing,2026-05-31
285,2025-07-16,Indonesia,46,Male,Facebook Ads,Small,Retail,2026-05-11
286,2025-12-18,Indonesia,30,Female,Facebook Ads,Large,Retail,2026-05-24
287,2025-06-19,Indonesia,36,Female,Facebook Ads,Small,Finance,2026-05-16
288,2024-06-06,Indonesia,30,Male,LinkedIn,Small,Retail,2026-05-05
289,2024-05-15,Indonesia,41,Male,Facebook Ads,Medium,Healthcare,2026-04-21
290,2025-06-29,USA,28,Female,Referral,Large,Finance,2026-05-29
291,2023-06-22,Indonesia,45,Male,Google Ads,Medium,Healthcare,2026-05-23
292,2024-10-12,USA,44,Male,Referral,Small,Finance,2026-04-13
293,2024-01-10,Germany,23,Female,Google Ads,Small,Technology,2026-05-26
294,2024-05-27,Indonesia,63,Female,Google Ads,Small,Healthcare,2026-05-30
295,2025-05-05,Indonesia,48,Male,Referral,Small,Technology,2026-05-30
296,2024-06-11,USA,19,Female,Google Ads,Medium,Education,2026-05-04
297,2024-03-12,Singapore,56,Female,Organic,Medium,Finance,2026-05-28
298,2025-06-07,UK,25,Male,Google Ads,Small,Education,2026-04-09
299,2024-11-21,Germany,22,Male,Referral,Small,Technology,2026-05-30
300,2024-02-26,Singapore,50,Male,Google Ads,Small,Technology,2026-03-25
301,2025-11-24,Australia,40,Male,Facebook Ads,Small,Manufacturing,2026-05-26
302,2025-03-01,Singapore,23,Female,Organic,Large,Education,2026-05-25
303,2023-10-21,Australia,50,Male,Referral,Medium,Technology,2026-05-09
304,2025-06-09,Singapore,42,Female,LinkedIn,Medium,Healthcare,2026-04-14
305,2024-10-17,Indonesia,22,Female,Google Ads,Medium,Manufacturing,2026-04-21
306,2024-11-16,USA,55,Female,Google Ads,Small,Education,2026-04-15
307,2024-12-14,UK,59,Male,Referral,Large,Retail,2026-05-23
308,2024-08-20,Singapore,29,Male,Organic,Medium,Retail,2026-05-28
309,2024-06-15,USA,36,Male,Organic,Medium,Technology,2026-04-28
310,2024-04-12,UK,37,Female,Facebook Ads,Small,Technology,2026-05-24
311,2023-10-27,Indonesia,59,Male,LinkedIn,Small,Technology,2026-03-16
312,2026-01-15,Indonesia,59,Female,LinkedIn,Small,Healthcare,2026-05-29
313,2026-02-14,Germany,43,Female,Referral,Small,Finance,2026-05-26
314,2023-09-06,Germany,62,Female,LinkedIn,Large,Education,2026-04-19
315,2024-12-20,UK,23,Female,Organic,Small,Finance,2026-03-20
316,2025-12-18,Australia,36,Female,Organic,Small,Manufacturing,2026-05-27
317,2023-10-13,UK,37,Female,Facebook Ads,Medium,Finance,2026-04-04
318,2025-05-11,Singapore,46,Female,Referral,Small,Healthcare,2026-05-20
319,2023-10-19,Australia,45,Female,Organic,Small,Manufacturing,2026-05-19
320,2025-02-27,Germany,41,Male,Organic,Small,Education,2026-04-15
321,2026-02-04,Singapore,46,Male,Google Ads,Small,Manufacturing,2026-05-23
322,2023-08-24,UK,41,Female,Facebook Ads,Small,Finance,2026-05-29
323,2024-10-29,Singapore,46,Female,LinkedIn,Small,Technology,2026-03-28
324,2025-10-15,Australia,26,Female,Referral,Small,Healthcare,2026-05-29
325,2023-10-06,Canada,25,Male,Google Ads,Small,Retail,2025-10-20
326,2025-11-01,Australia,25,Female,LinkedIn,Medium,Finance,2026-05-24
327,2025-07-11,Australia,36,Female,Google Ads,Small,Technology,2026-05-30
328,2024-04-04,Germany,29,Female,Organic,Medium,Healthcare,2026-05-16
329,2023-10-23,Singapore,40,Male,Facebook Ads,Small,Healthcare,2026-05-04
330,2025-11-10,Indonesia,28,Male,LinkedIn,Small,Technology,2026-05-21
331,2025-01-27,Canada,26,Male,Referral,Small,Education,2026-05-03
332,2026-01-23,Australia,41,Female,Facebook Ads,Small,Technology,2026-05-15
333,2025-12-15,USA,37,Female,Referral,Small,Retail,2026-05-20
334,2024-05-03,Indonesia,54,Male,Google Ads,Large,Manufacturing,2026-05-24
335,2025-11-30,USA,46,Female,Facebook Ads,Small,Education,2026-05-13
336,2026-01-25,Singapore,55,Male,Google Ads,Small,Technology,2026-04-27
337,2023-10-12,Indonesia,25,Male,LinkedIn,Small,Healthcare,2026-04-23
338,2023-07-12,Singapore,32,Female,Facebook Ads,Medium,Technology,2026-05-25
339,2024-12-04,UK,30,Female,Google Ads,Medium,Education,2026-03-21
340,2024-03-26,Australia,23,Male,Facebook Ads,Large,Finance,2026-05-31
341,2025-08-22,Canada,60,Female,Facebook Ads,Small,Technology,2026-05-01
342,2026-01-31,USA,20,Female,Google Ads,Medium,Retail,2026-05-27
343,2025-11-15,Australia,58,Male,Referral,Medium,Education,2026-04-19
344,2023-08-11,UK,59,Female,Referral,Small,Manufacturing,2025-11-20
345,2025-02-27,Germany,37,Female,Organic,Medium,Finance,2026-04-11
346,2026-04-03,Germany,44,Female,Referral,Small,Education,2026-05-31
347,2024-04-24,Canada,38,Female,LinkedIn,Large,Finance,2026-05-08
348,2025-03-29,Indonesia,41,Male,LinkedIn,Small,Technology,2026-05-19
349,2025-03-02,UK,46,Male,Google Ads,Small,Healthcare,2026-05-20
350,2025-01-03,Germany,57,Female,Google Ads,Large,Finance,2026-05-29
351,2024-08-10,Indonesia,38,Female,Google Ads,Medium,Retail,2026-04-12
352,2025-03-26,Australia,47,Female,LinkedIn,Small,Technology,2026-05-25
353,2025-05-01,Germany,50,Female,Google Ads,Small,Healthcare,2026-05-12
354,2024-11-15,USA,21,Female,Referral,Small,Manufacturing,2026-04-20
355,2025-10-15,Singapore,48,Female,Facebook Ads,Small,Technology,2026-05-24
356,2025-03-15,Germany,26,Female,LinkedIn,Medium,Healthcare,2026-05-09
357,2024-04-19,USA,43,Male,Facebook Ads,Small,Healthcare,2026-04-28
358,2025-01-17,Australia,36,Male,Referral,Small,Education,2026-05-17
